department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed
Digital and Data Analytics,Digital and Data Analytics,937.0,compliance & regulatory skills,legal compliance / safety knowledge / industry compliance skills,Strategy and Architecture,Quality Standards,"Develop, review and communicate a clear, quality expectations and standards within an organisation that are aligned to the company's values and business objectives. This encompasses the setting and implementation of quality expectations for IT products and services delivered to both internal or external clients",ICT-SNA-4019-1.1,"[""Quality Assurance"",""Process Improvement"",""Standards Compliance"",""Quality Auditing""]",https://en.wikipedia.org/wiki/Quality_management_system,"[""Quality Standards"",""Process Improvement"",""Compliance""]",4.0,"Quality audits,Process compliance checks","ISO 9001 Lead Auditor,Six Sigma Certification",Implementing quality management system in IT services,High-demand,High,"Must comply with ISO standards,QCI guidelines,and industry-specific quality norms",https://www.qcin.org,"Defect rate,Customer satisfaction,Process adherence","Inconsistent application of standards,Poor documentation,Inadequate training","Quality Manager,Process Auditor,Compliance Officer","Process Documentation,Audit Techniques,Root Cause Analysis","Define quality objectives,Develop procedures,Train staff,Monitor compliance","Create checklists,Conduct audits,Analyze defects,Implement corrections",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Quality Assurance', 'Process Improvement', 'Standards Compliance', 'Quality Auditing']"
Product Development,Product Development,983.0,technical skills,digital-technology related skills,Technology Management,Automation Management in Product Development,Oversee automation systems to ensure operation requirements for product development are met as well as propose strategies for automation systems performance improvement,ICT-TEM-2035-1.1,"[""Automation Testing"",""CI/CD"",""DevOps"",""Scripting""]",https://en.wikipedia.org/wiki/Automation,"[""Automation"",""CI/CD"",""DevOps""]",4.0,"Automation script reviews,CI/CD pipeline audits","AWS Certified DevOps Engineer,ISTQB Automation Testing",Setting up CI/CD pipeline for a mobile app,Emerging,High,Follows general IT best practices,https://www.istqb.org,"Deployment frequency,Automation coverage,Build success rate","Flaky tests,Poor environment management,Inadequate logging","Automation Engineer,DevOps Lead,QA Manager","Scripting Languages,Tool Integration,Monitoring","Identify automation opportunities,Select tools,Develop scripts,Monitor performance","Write test scripts,Configure pipelines,Monitor builds,Optimize processes",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Automation Testing', 'CI/CD', 'DevOps', 'Scripting']"
Product Development,Product Development,983.0,digital & data skills,data analytics / aiml skills,Technology Management,Artificial Intelligence Application in Product Development,Apply algorithmic and statistical knowledge to integrate Artificial Intelligence into the design and development of a product as well as in maintenance processes,ICT-TEM-3034-1.1,"[""Machine Learning"",""Data Science"",""AI Ethics"",""Model Deployment""]",https://en.wikipedia.org/wiki/Artificial_intelligence,"[""AI"",""Machine Learning"",""Data Science""]",5.0,"Model accuracy tests,Ethical reviews","Google Cloud AI Certification,NASSCOM AI Certification",Developing recommendation engine for e-commerce,Emerging,High,Must adhere to NITI Aayogs Responsible AI principles and data privacy laws,https://www.nasscom.in/ai,"Model accuracy,User engagement,Deployment speed","Biased data,Overfitting models,Poor explainability","AI Researcher,Data Scientist,ML Engineer","Python Programming,Statistical Analysis,Model Training","Define problem,Collect data,Train model,Deploy solution","Clean data,Select algorithms,Validate models,Monitor performance",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Machine Learning', 'Data Science', 'AI Ethics', 'Model Deployment']"
IP Strategy,IP Strategy,989.0,technical skills,business development,Business Development,Market Entry Strategy Formulation,"Develop strategic plans to enter identified markets based on assessed costs, benefits and risks involved",INP-PNI-4004-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,general management,General Management,Business Data Analysis,"Implementing data analytics within the organisation to generate business insights and intelligence through the use of statistical and computational techniques and tools, algorithms, predictive data modelling and data visualisation",INP-BIN-2104-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,general management,General Management,Organisational Strategy and Policy Realisation,"Making management decisions to establish, review and refine strategic organisational objectives and policies through collation and analysis of relevant organisational and business information",INP-SPI-3005-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal,IP Legal,987.0,technical skills,intellectual property management,Intellectual Property Management,Contracts and Agreements,Analyse and manage intellectual property contracts and agreements,INP-CFC-4044-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property in Business,Evaluate business significance of intellectual property,INP-IPR-3003-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Licencing,Execute and manage intellectual property licencing strategies,INP-IPR-3007-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Management Processes,Monitor and maintain intellectual property processes and establish intellectual property policies and tactics,INP-IPR-3008-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Portfolio Management,"Maintain, manage and develop the organisation's intellectual property portfolio",INP-IPR-3010-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Patent Claims and Application Drafting,Analyse the anatomy of a patent to define the inventive concept and determine the patentability of inventive concepts,INP-IPR-3013-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Registered Design Application,Prepare and review registered design applications,INP-IPR-3016-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal / Patents Prosecution / IP Strategy,IP Legal / Patents Prosecution / IP Strategy,988.0,technical skills,intellectual property management,Intellectual Property Management,Trade Mark Application,Prepare and review trade mark applications,INP-IPR-3020-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal,IP Legal,987.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Audit and Due Diligence,Apply and evaluate due diligence in intellectual property asset transactions,INP-IPR-4002-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Commercialisation and Exploitation,Develop and execute intellectual property marketing and/or exploitation strategy,INP-IPR-4004-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal,IP Legal,987.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Enforcement,Manage and evaluate effectiveness of enforcement procedures,INP-IPR-4005-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Strategy,IP Strategy,989.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Intelligence,Analyse prior art searches to evaluate intellectual property intelligence,INP-IPR-4006-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Strategy,IP Strategy,989.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Monetisation,"Analyse intellectual property-related taxation and valuation reports, and determine financing structure for intellectual property",INP-IPR-4009-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Strategy,IP Strategy,989.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property in Research and Development,Apply intellectual property practices in research and development,INP-IPR-4011-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Strategy,IP Strategy,989.0,technical skills,intellectual property management,Intellectual Property Management,Patent Practice,Handle patent practices in Singapore,INP-IPR-4015-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Strategy,IP Strategy,989.0,technical skills,intellectual property management,Intellectual Property Management,Technology Incubation,Analyse technology and innovation incubation opportunities and manage technology incubation,INP-IPR-4018-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,intellectual property management,Intellectual Property Management,Technology Transfer,"Monitor, support and evaluate the organisation's technology transfer activities",INP-IPR-4019-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Legal,IP Legal,987.0,technical skills,intellectual property management,Intellectual Property Management,Copyright Application,Apply knowledge of copyright law to support the organisation,INP-IPR-5001-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
IP Strategy,IP Strategy,989.0,technical skills,intellectual property management,Intellectual Property Management,Intellectual Property Strategy,Evaluate business significance of intellectual property,INP-IPR-5012-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
