department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed,skill_importance_encoded
,,219.0,creative & design skills,multimedia,,Multimedia Expertise in Pathology,Ability to perform multimedia tasks effectively in the context of Pathology Nurse Specialist 4.,PAT732,"[""Advanced Multimedia"",""Core creative & design skills""]",https://en.wikipedia.org/wiki/Multimedia_Expertise_in_Pathology,"[""Follow department SOP"",""multimedia guidelines.""]",3.0,Practical Demonstration,Certified Medical Specialist,Led cross-departmental project,Under Review,High,GDPR for Healthcare,https://www.nabh.co/,Turnaround time for reports,Maintain updated knowledge on latest treatment guidelines.,Contact head of Pathology department for queries.,"Basic Multimedia, Intermediate Multimedia, Advanced Multimedia",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Multimedia', 'Core creative & design skills']",3.0
,,221.0,soft skills,interpersonal,,Interpersonal Expertise in Pathology,Ability to perform interpersonal tasks effectively in the context of Pathology Diagnostic Officer 5.,PAT597,"[""Advanced Interpersonal"",""Core soft skills""]",https://en.wikipedia.org/wiki/Interpersonal_Expertise_in_Pathology,"[""Follow department SOP"",""interpersonal guidelines.""]",4.0,Peer Review,Certified Medical Specialist,Handled 50+ patient cases,Deprecated,Low,NABH Standards,https://www.mciindia.org/,Error-free documentation percentage,Avoid skipping sterilization protocols.,Contact head of Pathology department for queries.,"Basic Interpersonal, Intermediate Interpersonal, Advanced Interpersonal",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Interpersonal', 'Core soft skills']",1.0
,,224.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Consultant,Ability to perform job-role-specific skills tasks effectively in the context of Consultant Physiotherapy Specialist 1.,CON198,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Consultant,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",1.0,Simulation Assessment,Advanced Healthcare Training,Implemented new diagnostic protocol,Active,High,Indian Medical Council Regulations,https://www.mciindia.org/,Error-free documentation percentage,Verify all equipment calibrations before use.,Contact head of Physiotherapy department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Job-role-specific skills', 'Core functional skills']",3.0
,,215.0,digital & data skills,ai/ml skills,,AI/ML skills Expertise in Lead,Ability to perform ai/ml skills tasks effectively in the context of Lead Physiotherapy Surgeon 2.,LEA563,"[""Advanced AI/ML skills"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/AI/ML_skills_Expertise_in_Lead,"[""Follow department SOP"",""ai/ml skills guidelines.""]",5.0,Practical Demonstration,Clinical Excellence Award,Led cross-departmental project,Deprecated,High,HIPAA Compliance,https://www.cdc.gov/,Turnaround time for reports,Verify all equipment calibrations before use.,Contact head of Physiotherapy department for queries.,"Basic AI/ML skills, Intermediate AI/ML skills, Advanced AI/ML skills",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced AI/ML skills', 'Core digital & data skills']",3.0
,,213.0,creative & design skills,ui/ux,,UI/UX Expertise in Senior,Ability to perform ui/ux tasks effectively in the context of Senior Physiotherapy Technician 3.,SEN939,"[""Advanced UI/UX"",""Core creative & design skills""]",https://en.wikipedia.org/wiki/UI/UX_Expertise_in_Senior,"[""Follow department SOP"",""ui/ux guidelines.""]",5.0,Written Test,Advanced Healthcare Training,Developed SOP for patient care,Active,Low,WHO Guidelines,https://www.nabh.co/,Patient recovery rate,Double-check patient ID before procedures.,Contact head of Physiotherapy department for queries.,"Basic UI/UX, Intermediate UI/UX, Advanced UI/UX",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced UI/UX', 'Core creative & design skills']",1.0
,,210.0,creative & design skills,multimedia,,Multimedia Expertise in Physiotherapy,Ability to perform multimedia tasks effectively in the context of Physiotherapy Clinical Fellow 4.,PHY746,"[""Advanced Multimedia"",""Core creative & design skills""]",https://en.wikipedia.org/wiki/Multimedia_Expertise_in_Physiotherapy,"[""Follow department SOP"",""multimedia guidelines.""]",4.0,Practical Demonstration,Digital Health Certification,Integrated AI in diagnosis,Deprecated,Low,HIPAA Compliance,https://www.cdc.gov/,Procedure accuracy,Always document patient consent.,Contact head of Physiotherapy department for queries.,"Basic Multimedia, Intermediate Multimedia, Advanced Multimedia",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Multimedia', 'Core creative & design skills']",1.0
,,224.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Senior,Ability to perform job-role-specific skills tasks effectively in the context of Senior Physiotherapy Technician 5.,SEN207,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Senior,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",4.0,Peer Review,Digital Health Certification,Led cross-departmental project,Under Review,Low,Indian Medical Council Regulations,https://www.mciindia.org/,Team collaboration score,Double-check patient ID before procedures.,Contact head of Physiotherapy department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Job-role-specific skills', 'Core functional skills']",1.0
,,214.0,leadership & management skills,decision-making,,Decision-making Expertise in Radiology,Ability to perform decision-making tasks effectively in the context of Radiology Diagnostic Officer 1.,RAD659,"[""Advanced Decision-making"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Decision-making_Expertise_in_Radiology,"[""Follow department SOP"",""decision-making guidelines.""]",4.0,Case Study Analysis,Digital Health Certification,Integrated AI in diagnosis,Active,Medium,NABH Standards,https://www.who.int/,Team collaboration score,Always document patient consent.,Contact head of Radiology department for queries.,"Basic Decision-making, Intermediate Decision-making, Advanced Decision-making",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Decision-making', 'Core leadership & management skills']",2.0
,,222.0,digital & data skills,data analytics,,Data analytics Expertise in Junior,Ability to perform data analytics tasks effectively in the context of Junior Radiology Resident 2.,JUN646,"[""Advanced Data analytics"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/Data_analytics_Expertise_in_Junior,"[""Follow department SOP"",""data analytics guidelines.""]",2.0,Written Test,Advanced Healthcare Training,Implemented new diagnostic protocol,Inactive,Low,GDPR for Healthcare,https://www.nabh.co/,Patient recovery rate,Always document patient consent.,Contact head of Radiology department for queries.,"Basic Data analytics, Intermediate Data analytics, Advanced Data analytics",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Data analytics', 'Core digital & data skills']",1.0
,,210.0,digital & data skills,digital literacy,,Digital literacy Expertise in Radiology,Ability to perform digital literacy tasks effectively in the context of Radiology Coordinator 3.,RAD400,"[""Advanced Digital literacy"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/Digital_literacy_Expertise_in_Radiology,"[""Follow department SOP"",""digital literacy guidelines.""]",2.0,Peer Review,Digital Health Certification,Handled 50+ patient cases,Inactive,Low,WHO Guidelines,https://www.who.int/,Patient recovery rate,Maintain updated knowledge on latest treatment guidelines.,Contact head of Radiology department for queries.,"Basic Digital literacy, Intermediate Digital literacy, Advanced Digital literacy",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Digital literacy', 'Core digital & data skills']",1.0
,,212.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Lead,Ability to perform job-role-specific skills tasks effectively in the context of Lead Radiology Surgeon 4.,LEA187,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Lead,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",5.0,Case Study Analysis,Advanced Healthcare Training,Led cross-departmental project,Deprecated,Medium,NABH Standards,https://www.nih.gov/,Patient recovery rate,Verify all equipment calibrations before use.,Contact head of Radiology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced Job-role-specific skills', 'Core functional skills']",2.0
,,222.0,technical skills,industry-specific,Technical Skills,Industry-specific Expertise in Radiology,Ability to perform industry-specific tasks effectively in the context of Radiology Research Associate 5.,RAD243,"[""Advanced Industry-specific"",""Core technical skills""]",https://en.wikipedia.org/wiki/Industry-specific_Expertise_in_Radiology,"[""Follow department SOP"",""industry-specific guidelines.""]",1.0,Practical Demonstration,Advanced Healthcare Training,Implemented new diagnostic protocol,Active,Low,GDPR for Healthcare,https://www.who.int/,Team collaboration score,Verify all equipment calibrations before use.,Contact head of Radiology department for queries.,"Basic Industry-specific, Intermediate Industry-specific, Advanced Industry-specific",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Industry-specific', 'Core technical skills']",1.0
,,215.0,leadership & management skills,decision-making,,Decision-making Expertise in Dietician,Ability to perform decision-making tasks effectively in the context of Dietician Clinical Fellow 1.,DIE922,"[""Advanced Decision-making"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Decision-making_Expertise_in_Dietician,"[""Follow department SOP"",""decision-making guidelines.""]",5.0,Practical Demonstration,Advanced Healthcare Training,Handled 50+ patient cases,Deprecated,High,Indian Medical Council Regulations,https://www.cdc.gov/,Turnaround time for reports,Verify all equipment calibrations before use.,Contact head of Dietician department for queries.,"Basic Decision-making, Intermediate Decision-making, Advanced Decision-making",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced Decision-making', 'Core leadership & management skills']",3.0
,,217.0,leadership & management skills,decision-making,,Decision-making Expertise in Dietician,Ability to perform decision-making tasks effectively in the context of Dietician Clinical Fellow 2.,DIE297,"[""Advanced Decision-making"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Decision-making_Expertise_in_Dietician,"[""Follow department SOP"",""decision-making guidelines.""]",3.0,Peer Review,Clinical Excellence Award,Led cross-departmental project,Active,High,WHO Guidelines,https://www.nabh.co/,Turnaround time for reports,Avoid skipping sterilization protocols.,Contact head of Dietician department for queries.,"Basic Decision-making, Intermediate Decision-making, Advanced Decision-making",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Decision-making', 'Core leadership & management skills']",3.0
,,215.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Assistant,Ability to perform job-role-specific skills tasks effectively in the context of Assistant Dietician Practitioner 3.,ASS643,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Assistant,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",2.0,Peer Review,Hospital Safety Certificate,Developed SOP for patient care,Under Review,Medium,NABH Standards,https://www.nih.gov/,Turnaround time for reports,Verify all equipment calibrations before use.,Contact head of Dietician department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Job-role-specific skills', 'Core functional skills']",2.0
